age,income,employment_length,credit_history_length,credit_utilization,debt_to_income_ratio,loan_amount,education,marital_status,home_ownership,purpose,num_credit_accounts,num_delinquent_accounts,bankruptcies,credit_score,default
51,56355.91101446739,20.0,16,0.5146137644475518,0.38345933579796043,22567.2962235292,Bachelor,Married,Own,major_purchase,6,1,0,710,0
78,36729.40657381537,1.0,9,0.27723047319454075,0.770421063218242,14325.24137024235,Bachelor,Married,Own,debt_consolidation,5,4,0,563,0
52,40025.473998523536,20.0,13,0.5604368428480124,0.2748647608838466,24700.899456518055,Master,Divorced,Own,major_purchase,8,1,0,676,0
66,36601.587111230314,14.0,18,0.738003283052844,0.34251324201610034,51222.71301818705,PhD,Divorced,Mortgage,home_improvement,4,3,0,636,0
42,29965.051345805674,10.0,16,0.08125841458183791,0.1249623526963806,40697.703256329856,High School,Single,Own,major_purchase,3,1,0,731,0
41,40449.69315512899,9.0,28,0.5157624235310253,0.332656228772521,30823.433246119857,Bachelor,Married,Own,major_purchase,6,1,0,753,0
29,57460.42427462413,17.0,21,0.6176298207622585,0.3596519786728718,19888.235925489167,Master,Single,Rent,debt_consolidation,3,1,0,520,0
35,51281.213403723596,22.0,29,0.29536745359721384,0.16988489173877563,23092.69962110011,Master,Single,Mortgage,home_improvement,19,2,0,659,0
32,41235.66127235682,30.0,10,0.9530034827960071,0.10100957498947007,35262.93812050348,Master,Married,Own,major_purchase,8,2,0,559,1
61,79910.14937594449,25.0,28,0.5203028255068295,0.5027838390580971,34053.23899633671,High School,Single,Own,major_purchase,4,2,0,669,1
33,15000.0,1.0,6,0.18251708984593273,0.3110686209301032,25980.875405195344,Bachelor,Single,Own,major_purchase,1,3,0,511,0
44,56122.71830311421,38.0,8,0.10778826179928402,0.11247668608206446,41285.76564748994,Bachelor,Married,Mortgage,education,18,3,1,643,1
25,47144.814903648126,6.0,13,0.5416595491653655,0.7019610127770257,7529.9482027200465,High School,Married,Own,debt_consolidation,10,0,0,678,0
77,30596.375404070393,23.0,22,0.375238381126929,0.5090867739466487,39763.37725513775,Master,Divorced,Own,education,3,3,0,421,0
63,57289.08691575436,38.0,3,0.19254709776838463,0.21981784534427434,34314.07857838574,Bachelor,Married,Rent,education,12,0,0,623,0
42,45605.0357527769,31.0,13,0.03069848678577458,0.7056726360586836,3600.5834808351865,Bachelor,Divorced,Mortgage,education,12,4,0,500,1
34,74941.46932427787,25.0,19,0.56660008003788,0.2775101793310863,15148.843227442372,Bachelor,Married,Own,major_purchase,5,4,2,733,0
46,67361.30484822932,22.0,23,0.5986002368336619,0.25921201207537925,47469.0882644278,High School,Single,Rent,home_improvement,12,2,0,455,0
70,88122.61472747971,13.0,19,0.14180260118146848,0.7262438398980884,32888.08162256566,Bachelor,Married,Own,home_improvement,13,1,0,614,0
25,40333.64138972015,28.0,16,0.6017380497703043,0.22562051562163157,23268.485309020536,Bachelor,Married,Own,home_improvement,3,2,0,781,0
32,77931.08979495031,24.0,24,0.9519727547075985,0.7152900552183521,29934.583427895523,High School,Single,Own,education,18,0,0,545,0
44,26682.904639691576,30.0,18,0.9782956099897394,0.6620813108734607,25187.32736737115,High School,Single,Mortgage,major_purchase,8,3,0,576,0
63,47787.270014488415,1.0,29,0.888492936557005,0.3168442785804634,30404.969553468316,Bachelor,Married,Own,major_purchase,7,3,0,642,1
67,40695.058947314574,1.0,16,0.8070785808357406,0.1240779568071949,39042.57881743915,High School,Married,Mortgage,home_improvement,15,0,1,655,1
69,62048.90825818818,22.0,24,0.20936783671333126,0.1578011724859219,52162.61602824237,High School,Married,Mortgage,home_improvement,17,4,0,417,0
24,61565.51596487105,10.0,26,0.15643518249593014,0.17666978743870426,10361.308889927677,PhD,Divorced,Mortgage,home_improvement,1,2,0,623,0
20,31987.608135440572,28.0,26,0.44494760228535446,0.7235591846123347,42474.87969383673,High School,Single,Rent,home_improvement,16,0,1,719,0
46,63163.84347968833,34.0,13,0.6196317513185524,0.38282518462623294,19430.78490659982,Bachelor,Married,Rent,major_purchase,14,4,0,850,0
61,42390.218343122164,8.0,12,0.850678684008378,0.12277083010054603,6574.776876264776,High School,Divorced,Own,education,10,2,0,573,0
70,33664.05280096612,31.0,25,0.23196304113680155,0.48958392343897583,44638.62634519394,PhD,Single,Own,debt_consolidation,4,0,0,620,0
41,49764.372757153455,29.0,13,0.47964790052033257,0.24559457542489418,14636.499325089244,Bachelor,Single,Rent,major_purchase,4,3,0,690,0
77,20463.11677274964,14.0,25,0.6474402419568459,0.26458822982561325,39969.97180293838,High School,Single,Rent,home_improvement,6,1,0,568,1
75,68626.12699977544,13.0,15,0.44559385453441913,0.21258921444265505,41184.26798976048,Master,Single,Rent,major_purchase,15,1,0,798,0
20,48887.58379116559,16.0,20,0.45419367707928426,0.6334150236791021,54150.886406839214,Master,Married,Own,debt_consolidation,5,3,0,646,1
37,49325.08756403919,21.0,27,0.22511716102827906,0.10042902566369084,43530.518342282594,PhD,Married,Mortgage,home_improvement,15,1,0,672,0
63,48256.66745826986,29.0,14,0.9866609049110759,0.4072889147277916,44549.94075176392,Master,Married,Own,debt_consolidation,19,0,1,703,0
32,82937.00173383567,16.0,29,0.4751932834074434,0.16080981648173837,42694.898998784134,High School,Single,Own,education,19,3,0,478,0
42,80377.55377659641,15.0,24,0.5327419454054919,0.48666222070318743,28384.873932668932,Bachelor,Married,Mortgage,major_purchase,3,3,1,677,1
47,77015.22186798374,7.0,18,0.21855929128682905,0.34219464231293983,45330.6146215264,Bachelor,Married,Own,major_purchase,2,1,0,586,0
31,48299.16711482324,38.0,21,0.5141367183318186,0.11984610654349974,21061.199570315406,Master,Married,Own,education,1,1,0,562,0
24,27687.501750201252,30.0,10,0.25534955853430674,0.4226819618085309,15646.437314353192,Bachelor,Single,Rent,debt_consolidation,3,3,0,695,0
34,49680.41114232172,11.0,11,0.20233625138346645,0.49940984850536174,33922.09412126791,Master,Single,Mortgage,home_improvement,19,0,0,762,0
79,56288.008414543634,32.0,10,0.27572225094293445,0.27335782216390203,43588.4915766584,High School,Married,Own,home_improvement,1,4,0,649,1
61,66252.20607786556,11.0,27,0.002759648505280987,0.6358583279497412,22433.901646140697,Bachelor,Single,Own,home_improvement,16,0,0,803,0
37,56223.65482200487,24.0,22,0.5701511120016839,0.35973413605599835,19079.913590014807,Bachelor,Married,Own,debt_consolidation,1,0,0,626,0
53,29470.114476208273,37.0,4,0.38748000552284323,0.6245425599008101,3462.342045392339,PhD,Single,Mortgage,major_purchase,11,4,0,477,1
26,39291.69059319561,17.0,27,0.8986890191939303,0.5053110103061373,12664.565226483266,High School,Single,Rent,home_improvement,14,0,0,533,0
55,37477.269375021555,18.0,7,0.040707173612521186,0.7084771475908195,14554.497875943569,Master,Single,Own,education,19,0,0,802,0
65,60781.06100811642,2.0,25,0.04320030085575011,0.48284735368759013,43388.08518694935,High School,Married,Rent,major_purchase,9,3,0,828,0
74,61271.949064799344,34.0,5,0.8858735173125835,0.2299390353244942,18929.143461990632,High School,Married,Rent,major_purchase,15,4,0,686,0
77,63892.63776161741,4.0,15,0.12664464220434124,0.6758138359950805,32219.422075181647,Bachelor,Single,Own,debt_consolidation,13,4,0,588,0
39,56020.71709344706,34.0,11,0.002160104124001805,0.6481246751223534,2489.7997467954046,Master,Single,Own,education,11,0,0,619,0
71,15000.0,26.0,5,0.17891386371301377,0.7806490703140286,44506.7277808544,Bachelor,Married,Mortgage,education,3,2,1,645,1
70,15482.806434503822,36.0,12,0.8238761750976041,0.1655073433752759,28532.7916584034,Bachelor,Single,Mortgage,major_purchase,17,4,0,651,0
70,47196.24737320716,20.0,6,0.8027140827601023,0.5138618136140946,4722.2938811747845,Master,Single,Mortgage,major_purchase,5,1,0,705,0
19,51961.55840932785,15.0,7,0.340132210843451,0.4441682887604377,17224.294909933025,High School,Single,Own,major_purchase,14,4,1,684,1
41,75073.31174305957,27.0,11,0.668030917259852,0.5696104808361158,13371.650571222219,Bachelor,Single,Own,home_improvement,2,1,0,530,0
25,51555.90295990063,24.0,28,0.5072497073358277,0.7861258936862608,28473.510365605296,Bachelor,Married,Own,major_purchase,2,1,0,537,0
28,30481.01338280706,32.0,1,0.9047349898459061,0.47259045398102906,19639.20929111605,Bachelor,Married,Rent,home_improvement,13,1,0,704,0
30,63243.29615554737,16.0,22,0.05642347541742232,0.5800170444625005,20529.221576553464,Bachelor,Single,Mortgage,home_improvement,10,4,0,610,1
34,49654.966142715144,29.0,8,0.8131791287366318,0.3430494106054299,12442.49288290923,High School,Single,Mortgage,debt_consolidation,6,4,0,641,1
25,41958.9042893193,3.0,12,0.17059866942746005,0.3092793413701778,6578.048127878854,PhD,Single,Mortgage,home_improvement,3,3,0,651,0
38,17708.011840597806,1.0,16,0.3916208974317593,0.334707595978567,37310.636399731535,PhD,Single,Own,home_improvement,12,3,0,595,1
35,51703.740162224654,8.0,12,0.19195715143476588,0.12702552551785898,39949.72629289391,Bachelor,Divorced,Own,debt_consolidation,19,1,0,663,0
47,54576.35821958921,30.0,15,0.702614409594139,0.29931845178881644,15011.364293144314,Bachelor,Single,Mortgage,major_purchase,5,3,0,718,0
35,30077.073917879006,24.0,27,0.6783261797532577,0.2210624756650415,32482.994763431558,Bachelor,Single,Own,major_purchase,2,2,0,637,0
63,64887.155764125506,36.0,0,0.5478976016990269,0.4201995858848898,11601.936557470854,High School,Married,Mortgage,home_improvement,19,3,0,787,0
64,63095.93597301966,35.0,6,0.6981630368036552,0.42257733472911196,36776.112991123795,Bachelor,Married,Rent,debt_consolidation,10,1,0,806,1
48,50978.25164785951,4.0,12,0.6395647806046738,0.6356608818585525,22969.61179817435,PhD,Married,Mortgage,debt_consolidation,11,0,0,565,0
55,50234.45715884082,23.0,13,0.776442055684268,0.4516041535244203,13908.606503661727,Bachelor,Divorced,Mortgage,debt_consolidation,1,2,0,690,0
49,68920.75493328497,23.0,20,0.23940665129054872,0.4241571118262687,9669.770986876021,Bachelor,Single,Rent,major_purchase,1,4,0,626,0
28,57350.60737562063,28.0,16,0.4289126149407205,0.262138418190344,41369.91442773347,PhD,Single,Own,education,9,2,0,573,0
62,35954.89102103279,,29,0.1516265293542287,0.6967360071012741,4138.276794500809,Master,Single,Mortgage,debt_consolidation,3,0,0,646,0
42,46047.03432799704,36.0,15,0.429593564220194,0.16370063397930337,23821.9532184745,Bachelor,Married,Mortgage,debt_consolidation,19,0,0,436,0
50,61136.98803872158,18.0,14,0.7016917514203412,0.7876071754855004,1000.0,High School,Married,Mortgage,home_improvement,14,1,1,727,1
77,15000.0,22.0,28,0.6913911607843516,0.43325249709604874,10541.417725890122,High School,Married,Mortgage,debt_consolidation,15,0,0,736,0
55,31369.47902420743,34.0,16,0.7094269032949428,0.23019089971700663,5931.8541313866335,Master,Single,Mortgage,debt_consolidation,3,4,2,672,1
58,63642.7533267795,5.0,1,0.3087675286443565,0.34802963903793804,1000.0,PhD,Married,Mortgage,home_improvement,11,2,0,746,0
25,74177.55208432226,5.0,26,0.6622139737909238,0.11075912789615214,16974.22712967172,Bachelor,Married,Own,major_purchase,7,2,0,580,0
28,70420.97480536025,36.0,25,0.36746631958893816,0.21656587548076578,19999.79999013326,High School,Married,Rent,debt_consolidation,10,2,0,371,0
39,67865.86624495561,29.0,24,0.9444920461050499,0.3347378735188741,7419.716327984661,Bachelor,Married,Own,debt_consolidation,13,3,2,601,1
68,52594.87725342882,0.0,27,0.34336636588033875,0.48809069512639125,15843.904787099027,Bachelor,Single,Rent,major_purchase,1,2,0,528,0
41,29421.93180624621,7.0,11,0.603018234044388,0.19063659125139812,21509.279420127157,High School,Divorced,Own,education,15,0,1,651,0
58,46067.53230853531,27.0,2,0.750145714192176,0.573174307328181,1000.0,PhD,Single,Own,home_improvement,18,3,0,794,1
34,15000.0,24.0,8,0.9064074290263412,0.6909935429924259,25478.23333951858,High School,Married,Mortgage,education,7,2,0,679,0
29,76013.12172421506,32.0,5,0.43792860345391094,0.5006377273317342,34045.96616753612,Master,Married,Own,debt_consolidation,17,2,1,624,0
74,33657.74395051382,37.0,28,0.36048510820826796,0.3078310130576569,29409.13058727384,Bachelor,Married,Own,home_improvement,1,3,0,761,0
63,39333.084799535936,13.0,25,0.430028175316589,0.18497462784011,29707.12781485418,Master,Single,Mortgage,debt_consolidation,15,1,0,819,1
49,71172.38105281154,10.0,5,0.3236963515497808,0.11087454408876363,22696.38629970535,Master,Married,Own,debt_consolidation,6,2,1,694,0
32,17707.460857809117,1.0,6,0.653924490067314,0.6122616330988008,30231.923246895225,High School,Single,Own,home_improvement,16,1,0,585,0
33,26211.947519491372,29.0,25,0.932716764008584,0.5399355578189067,41013.6465451566,Bachelor,Married,Mortgage,debt_consolidation,18,4,0,662,0
71,55359.42687650269,29.0,26,0.12607100648936675,0.43339838422476173,62708.379588327385,High School,Single,Rent,debt_consolidation,12,2,0,665,0
39,60407.60830134957,3.0,7,0.5609220647701569,0.17139688655409654,9482.509162927427,Master,Married,Rent,major_purchase,9,3,0,631,1
45,48565.98409651681,12.0,26,0.897648725360331,0.24491762688477633,12554.044131290502,Bachelor,Divorced,Own,major_purchase,7,3,0,778,0
37,49218.337741281845,6.0,2,0.10011454465601755,0.6706206125806495,10438.01656656481,Bachelor,Divorced,Own,debt_consolidation,16,4,0,734,0
50,75367.5590778889,37.0,23,0.4938654107662809,0.4358960276142587,44116.387533587986,Bachelor,Single,Own,home_improvement,16,3,0,534,0
27,62726.36890121302,2.0,14,0.8652295958604461,0.7739830017335609,48320.780772923405,High School,Single,Mortgage,debt_consolidation,3,0,0,523,0
57,60023.398690550915,8.0,21,0.9004522117120823,0.7999805031575877,36419.26541713159,High School,Single,Own,education,15,1,0,596,0
49,65512.929855874856,13.0,5,0.5143521611529165,0.6604949884559115,5070.7356300722895,Master,Married,Mortgage,debt_consolidation,4,0,0,550,0
67,43988.19450622764,10.0,10,0.024951884467717456,0.28072852693496614,20480.097201564633,Bachelor,Married,Rent,major_purchase,11,2,0,603,0
77,93463.31328286041,36.0,29,0.10563917842782167,0.26178047352608513,30234.885961537755,Bachelor,Single,Own,debt_consolidation,2,0,0,649,0
50,15000.0,13.0,2,0.5867167452412337,0.27754402429667585,30122.797980533705,Master,Single,Own,education,13,1,0,632,0
19,79158.42048237563,18.0,15,0.12385860646634494,0.7907495551715868,54050.4579238091,Bachelor,Single,Rent,home_improvement,14,4,0,667,0
50,68042.15037486219,7.0,5,0.14941777691127078,0.3347383346478041,40930.0592208377,Master,Married,Own,education,13,4,0,616,1
50,54965.76503101709,6.0,10,0.7721170977821139,0.5945127205512823,40206.668492680634,Master,Divorced,Mortgage,major_purchase,1,4,0,510,0
58,51600.57915204223,6.0,28,0.7506920585755004,0.7713123968679527,18679.194342568837,Master,Single,Mortgage,major_purchase,2,4,0,553,0
30,46888.93405725787,2.0,7,0.8427727594254719,0.6737173027380341,31236.448591294444,Master,Married,Rent,home_improvement,10,2,0,544,0
47,72068.87175926818,2.0,28,0.10573513650610566,0.518322666391457,1000.0,Bachelor,Married,Own,education,15,3,0,570,0
50,49202.71052000232,17.0,22,0.19814488109681772,0.21827586727021248,26249.037123166316,Master,Married,Own,education,10,4,0,690,1
30,35442.30520953826,32.0,9,0.8329614298586506,0.22245677127484248,27661.096008301134,Master,Single,Mortgage,education,7,0,0,610,0
69,68039.65770643365,36.0,9,0.7210876086977921,0.44469615989786837,6220.275844888478,High School,Married,Rent,education,1,0,0,557,0
43,81695.32468119716,27.0,22,0.8059561278280402,0.7663611471119701,20514.671508612642,Bachelor,Divorced,Own,debt_consolidation,9,3,1,641,1
39,,35.0,2,0.9897456749079221,0.7331455870254584,47028.667427019565,High School,Single,Rent,education,12,1,0,679,0
56,97141.83661540638,15.0,25,0.8644316061557021,0.21633443881809195,24430.244989345778,High School,Divorced,Own,home_improvement,9,1,0,675,0
19,29265.37404940717,14.0,13,0.5204632508497603,0.30140382134238863,34362.491264210985,Master,Single,Rent,home_improvement,4,4,0,850,0
55,30794.034469692946,28.0,18,0.31076818479725743,0.5121679208891827,60845.31862932856,PhD,Single,Own,debt_consolidation,17,0,0,590,0
56,25102.205610147746,17.0,20,0.5696765865747011,0.4342013445770755,18178.462298246228,Bachelor,Married,Own,major_purchase,8,3,1,687,1
43,50016.9810492925,18.0,27,0.6385865502344524,0.18355396656355866,37756.44610736562,Master,Married,Mortgage,major_purchase,3,1,0,756,0
63,24405.63430062732,28.0,20,0.33531214125962094,0.35851503089882364,22208.67224656286,Bachelor,Single,Rent,home_improvement,17,4,1,806,0
75,26834.798722982287,5.0,8,0.7709370374846785,0.7683000573587077,41595.109648007856,Master,Single,Own,home_improvement,19,4,0,624,1
67,36228.999048327656,26.0,12,0.09275379265788675,0.766009557321152,24344.36030303331,Bachelor,Divorced,Own,debt_consolidation,2,3,0,470,1
32,52769.11350388679,6.0,8,0.7793928506817099,0.4915981167186141,40840.30770671833,Master,Single,Mortgage,debt_consolidation,10,0,1,619,0
51,54697.07197935022,26.0,25,0.031998518681948473,0.5446829132740594,45602.38656188969,Master,Single,Own,major_purchase,7,1,0,685,0
59,74823.94558820169,18.0,20,0.4979660607214902,0.25533439660127033,21947.76003249965,PhD,Single,Mortgage,debt_consolidation,12,1,0,850,0
72,74362.97546389827,16.0,11,0.8614364634832663,0.6193669084944419,40809.824805338954,Master,Married,Rent,education,9,0,0,511,0
61,70492.22628195207,10.0,13,0.08649527402139756,0.13674733099441697,1000.0,Bachelor,Divorced,Own,home_improvement,11,0,1,644,0
66,44767.65657868549,4.0,4,0.5177389364941697,0.2544775317147517,26936.369279398696,High School,Single,Own,home_improvement,13,4,0,582,0
57,15000.0,1.0,5,0.15939143896131636,0.10411858136550585,44631.127215941655,Master,Single,Own,home_improvement,2,0,0,741,0
28,15000.0,11.0,12,0.8948157500609353,0.3699908811258882,60706.08244011005,Bachelor,Married,Mortgage,major_purchase,11,2,0,588,0
78,70354.59752219626,10.0,12,0.8323455270336302,0.6951828390914643,6064.526324396906,Master,Married,Rent,major_purchase,8,3,0,496,1
20,66875.0894341474,9.0,23,0.9339172432934877,0.7877545339769788,8077.44449778576,Bachelor,Married,Own,home_improvement,3,3,0,444,0
76,37665.91075111907,27.0,5,0.8749823415300936,0.5674291827663901,17133.848322066955,High School,Single,Own,debt_consolidation,5,0,0,675,0
23,21185.274974051168,6.0,13,0.7365533098659907,0.6214066797985027,27467.56719853912,High School,Single,Own,major_purchase,9,3,0,657,0
26,29056.97953661817,13.0,10,0.1848891955885028,0.28392470475045806,15276.782901153258,Bachelor,Single,Own,home_improvement,9,4,0,702,1
23,53493.886043990555,12.0,28,0.3025026156689007,0.46423288544217045,38394.863854015275,High School,Single,Rent,debt_consolidation,17,1,2,663,1
26,53531.21999709874,4.0,12,0.4968551583080074,0.6156045291777554,20772.382619209548,Master,Single,Own,major_purchase,2,1,0,680,0
56,70850.62546253999,,11,0.5888967815147237,0.4480930781767454,14310.969792919748,Bachelor,Divorced,Rent,home_improvement,17,3,0,696,0
48,40992.91085585008,0.0,29,0.7821833953132099,0.16198247447983216,9355.626200403874,Bachelor,Single,Mortgage,major_purchase,2,0,0,566,0
49,45119.27942996715,4.0,15,0.22695962818706095,0.6186049352150165,25825.787485074146,Master,Married,Own,education,6,3,0,649,1
58,72506.42611932878,10.0,5,0.12827739414696326,0.2536950743123264,31902.288972007358,High School,Married,Own,major_purchase,17,2,1,700,0
67,15000.0,9.0,8,0.4826101705936361,0.16838836965635906,38615.87292811551,Bachelor,Divorced,Rent,education,3,4,1,554,0
29,56349.058938340524,14.0,16,0.15784141087292058,0.4346405641777674,19218.276770982717,Master,Single,Rent,debt_consolidation,1,3,0,474,0
25,43315.424427361286,38.0,29,0.6937368023295722,0.1522263544597292,32103.297710783067,PhD,Single,Rent,education,6,4,0,684,0
25,64255.19557907486,28.0,19,0.5756308900917173,0.5406105668871577,48635.443969812026,High School,Single,Mortgage,debt_consolidation,10,0,0,631,0
67,60252.132057226845,24.0,15,0.7411077970188847,0.5483312752192717,43444.86798395176,Bachelor,Married,Own,major_purchase,8,0,0,783,0
45,36073.80711220669,5.0,25,0.06343655965510842,0.2796913811931065,18733.554556496645,PhD,Single,Own,debt_consolidation,12,4,0,715,0
79,39853.30287042036,10.0,28,0.9646975604442038,0.7751740952653156,35203.40545255003,Bachelor,Married,Mortgage,home_improvement,17,3,0,618,0
37,15000.0,16.0,25,5.536675737993768e-06,0.6771161107225431,22272.860877744442,Master,Married,Rent,education,1,0,0,514,0
79,64999.8299652364,14.0,11,0.32544241501353477,0.17671087052980927,18441.086802458558,PhD,Married,Rent,education,7,2,0,784,0
64,54795.47640129262,15.0,17,0.6796347933662398,0.6239584891373665,11048.933776960135,PhD,Married,Mortgage,major_purchase,11,2,0,728,0
76,77970.24710903426,1.0,8,0.04514207386211888,0.34715228132688414,51603.85971301595,Master,Single,Rent,education,16,4,0,778,0
24,42011.999276789065,35.0,2,0.08334958135760695,0.6252019651542713,14433.502275027618,Bachelor,Single,Rent,home_improvement,17,2,0,746,1
28,68286.71195296051,18.0,9,0.0766814372282203,0.6605563546468263,22636.508928063537,High School,Married,Own,debt_consolidation,14,4,0,528,0
37,28601.479088717213,37.0,10,0.5815097267209793,0.20596463924232317,1000.0,High School,Single,Mortgage,major_purchase,14,3,0,696,0
33,15000.0,20.0,1,0.8959253150385381,0.5632893893865318,41499.3988284518,High School,Divorced,Rent,debt_consolidation,6,1,0,745,0
21,48109.72119264465,10.0,7,0.555436977712262,0.7039109723425161,24504.882950343064,High School,Married,Rent,debt_consolidation,2,0,0,661,0
23,38666.364898939486,2.0,19,0.6035713522796716,0.3263615368354714,42820.014934213905,High School,Married,Mortgage,education,12,0,0,617,0
75,28983.571484305598,33.0,10,0.3460016512079894,0.15622981292667507,30298.55633860277,High School,Married,Own,debt_consolidation,16,3,0,603,1
39,67962.10786973234,17.0,17,0.018741158655532275,0.11908723595743914,27017.19032133995,High School,Married,Rent,major_purchase,18,3,0,573,0
43,,14.0,19,0.021614717751216372,0.17700067227771002,37600.92724881412,High School,Married,Rent,home_improvement,6,3,2,639,1
20,52108.425587317215,24.0,6,0.8883099664809113,0.10294414489810973,24833.76805816665,High School,Married,Own,debt_consolidation,14,0,0,524,0
58,46349.618607636694,14.0,13,0.10257243871964672,0.3288621596749798,1000.0,Bachelor,Single,Rent,major_purchase,14,4,0,467,1
77,51254.16747805045,29.0,6,0.9997893718125953,0.30953001157371374,28974.43582631962,Master,Married,Own,home_improvement,7,2,0,594,1
59,36941.475121973446,16.0,0,0.16442261151127813,0.1772388873811927,41676.90159960771,Master,Married,Own,debt_consolidation,9,0,2,591,0
31,61251.91896856805,17.0,28,0.6746344439551895,0.5557825146719586,12053.543746471778,PhD,Married,Mortgage,home_improvement,13,1,0,850,0
28,19212.56027677122,30.0,11,0.9489554721809057,0.794334450487727,1000.0,Master,Single,Own,home_improvement,8,4,0,786,0
35,28538.437431396145,17.0,27,0.36228927764202623,0.7306484903912119,14218.07277793553,High School,Single,Own,education,19,3,0,629,1
71,34174.77697386396,34.0,0,0.7344331887479894,0.2769954197739385,29932.059413012612,Master,Married,Mortgage,home_improvement,13,1,0,646,0
29,60827.108619630584,12.0,2,0.35085664344233514,0.6389871430800829,7333.789387779507,Master,Divorced,Rent,home_improvement,5,2,0,755,0
40,43950.202859135126,13.0,1,0.30494105676144534,0.7558042842995134,23264.55164975606,Bachelor,Married,Rent,major_purchase,14,2,0,648,1
29,77207.80789406145,35.0,2,0.20180408257543891,0.734454965931884,31141.934685351378,Master,Married,Mortgage,major_purchase,19,0,0,631,0
30,66066.19512757017,17.0,3,0.8209349068988645,0.7191846649179019,11843.763346893202,High School,Divorced,Rent,major_purchase,7,4,0,624,0
42,33978.13648875309,4.0,13,0.25738706360914787,0.6505153585243154,44372.153670916676,Bachelor,Single,Mortgage,home_improvement,1,1,0,635,0
62,62669.3158079724,13.0,22,0.2831581629058576,0.30509403327773327,35170.67553756227,Bachelor,Single,Mortgage,major_purchase,17,3,0,538,0
68,41835.85943695963,24.0,17,0.9989697421987774,0.15849414634755457,9915.667592093781,Master,Single,Own,debt_consolidation,11,3,0,764,0
75,59463.60990047926,38.0,22,0.3273104354453198,0.4414735469921687,35440.114862688424,High School,Married,Mortgage,education,10,1,0,623,0
36,67035.44327185946,11.0,4,0.42277448883204893,0.13835379404943582,12610.727164660366,High School,Single,Rent,debt_consolidation,14,0,0,775,0
72,72294.29203625434,39.0,14,0.9900554577748348,0.7989315791745202,17273.081484577433,Bachelor,Single,Mortgage,major_purchase,11,1,0,758,0
63,54040.43139675834,27.0,15,0.3693003454174263,0.350816778145317,25640.66313101232,PhD,Married,Mortgage,home_improvement,15,4,0,697,0
53,82002.47372960436,34.0,7,0.36615200723586694,0.770837942872226,37363.36354354596,High School,Single,Rent,major_purchase,9,3,0,773,1
62,58826.28712122544,0.0,23,0.8277144662138602,0.641184694330641,24339.939548109658,Master,Married,Own,education,7,3,0,629,1
25,52701.04318915262,2.0,20,0.31193036848769207,0.3879036675835599,31201.788228286656,High School,Single,Mortgage,major_purchase,7,1,1,594,0
46,43949.712246801275,6.0,25,0.23378610364240715,0.18281798890122775,46503.18607855168,High School,Divorced,Mortgage,home_improvement,11,0,0,585,0
72,37373.81959623265,8.0,7,0.4232102551753223,0.2660351632413013,28918.90764265344,Bachelor,Married,Mortgage,education,9,0,1,657,0
70,58397.67452123411,35.0,27,0.7006408005761927,0.5711312033045818,15534.936310011399,Bachelor,Married,Own,major_purchase,1,2,0,719,0
72,52015.15273959968,22.0,29,0.043243024979265354,0.6809546423651287,35463.9635641336,Master,Married,Rent,major_purchase,14,2,0,688,1
49,55216.512012687796,23.0,24,0.37391602721856676,0.7856083442819225,16801.53421024776,Bachelor,Married,Own,debt_consolidation,5,1,1,841,1
68,59614.91655112583,9.0,6,0.34624490194584034,0.19251352880959316,20684.273525299846,Bachelor,Single,Mortgage,debt_consolidation,18,1,0,700,0
61,55132.02956286097,11.0,5,0.24481834726203255,0.20916314176945525,33453.2650750013,High School,Married,Rent,major_purchase,10,3,0,594,0
35,90265.90813855702,18.0,6,0.654287335904345,0.12970763368310245,33787.03815300427,High School,Married,Mortgage,major_purchase,19,3,0,666,1
23,39440.70231643724,31.0,22,0.28999008041367735,0.2822551678515321,22281.630006515443,Master,Single,Mortgage,home_improvement,11,1,0,740,0
35,58645.86688239412,23.0,18,0.606731559008003,0.6747472071679176,20307.31068055494,High School,Married,Mortgage,major_purchase,18,2,0,602,0
36,45446.135683025175,21.0,21,0.504336841454627,0.23877979971163538,52406.23796159039,High School,Married,Own,major_purchase,15,0,0,586,0
39,15000.0,2.0,21,0.21718987082589858,0.4835053249265483,1000.0,Master,Married,Mortgage,debt_consolidation,4,3,1,764,0
54,46130.5435426311,39.0,26,0.2665660570421816,0.4124850386042139,30472.458697641454,PhD,Single,Rent,education,1,3,0,727,0
49,31270.05888162919,26.0,24,0.17060005330656391,0.3280783696380952,25255.38939962188,High School,Married,Own,debt_consolidation,10,2,0,653,1
73,48663.55082319172,18.0,0,0.05662921485095784,0.5328424894181248,18668.288503271233,Bachelor,Divorced,Mortgage,major_purchase,12,2,0,598,0
58,49471.9495733659,8.0,12,0.6191884631049116,0.4516280525311369,29323.457851613533,High School,Married,Mortgage,major_purchase,7,0,0,621,0
76,57707.15775878675,12.0,6,0.6727886939143344,0.33433422143920744,10374.187559762648,High School,Single,Own,education,1,0,0,679,1
20,39396.41249367662,1.0,0,0.1659999936086699,0.5821956195840035,5461.011215231778,Master,Divorced,Mortgage,debt_consolidation,12,3,0,723,1
45,41898.14168526119,35.0,9,0.6153923846860733,0.29597773372697794,40616.52176326132,Bachelor,Single,Rent,education,5,1,0,753,0
27,64013.87305619898,28.0,12,0.9820847400575781,0.5502283378561367,14904.570458530368,High School,Single,Own,major_purchase,14,4,0,667,1
